File Name;Execution;Number of vertices;Number of edges;Min count;Max count;Block Ordering;Random guess;Random distance;Random hit;Predictor guess;Predictor distance;Predictor hit;Profile guess;Profile distance;Profile hit;Benchmark link
extr_FFmpeglibavcodecilbcdec.c_get_lsp_poly.c;1;9;11;1;14;"18;20;57;9;11;60;70;0;73";"18;11;20;60;9;57;73;0;70";9;0,7500;"18;20;57;9;11;60;70;0;73";0;1,0000;"18;20;57;9;11;60;70;0;73";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_get_lsp_poly.c
extr_FFmpeglibavcodecilbcdec.c_get_lsp_poly.c;2;9;11;0;0;"0;11;18;20;57;60;70;73;9";"18;11;20;60;9;57;73;0;70";13;0,6389;"18;20;57;9;11;60;70;0;73";14;0,6111;"18;20;57;9;11;60;70;0;73";14;0,6111;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_get_lsp_poly.c
extr_FFmpeglibavcodecilbcdec.c_index_conv.c;0;16;21;0;3;"1;17;17_32.ce;2;2_17.ce;32;33;34;0;36;12;22;22_32.ce;27;7;7_17.ce";"2;22;0;34;7;36;17;27;2_17.ce;17_32.ce;22_32.ce;32;33;1;7_17.ce;12";60;0,5000;"1;2;33;34;17;32;2_17.ce;7;17_32.ce;22;12;7_17.ce;22_32.ce;27;0;36";33;0,7250;"1;17;17_32.ce;2;2_17.ce;32;33;34;0;36;12;22;22_32.ce;27;7;7_17.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_index_conv.c
extr_FFmpeglibavcodecilbcdec.c_index_conv.c;1;16;21;0;0;"0;1;12;17;17_32.ce;2;22;22_32.ce;27;2_17.ce;32;33;34;36;7;7_17.ce";"2;22;0;34;7;36;17;27;2_17.ce;17_32.ce;22_32.ce;32;33;1;7_17.ce;12";57;0,5250;"1;2;33;34;17;32;2_17.ce;7;17_32.ce;22;12;7_17.ce;22_32.ce;27;0;36";56;0,5333;"1;17;17_32.ce;2;2_17.ce;32;33;34;0;36;12;22;22_32.ce;27;7;7_17.ce";31;0,7417;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_index_conv.c
extr_FFmpeglibavcodecilbcdec.c_index_conv.c;2;16;21;0;0;"0;1;12;17;17_32.ce;2;22;22_32.ce;27;2_17.ce;32;33;34;36;7;7_17.ce";"2;22;0;34;7;36;17;27;2_17.ce;17_32.ce;22_32.ce;32;33;1;7_17.ce;12";57;0,5250;"1;2;33;34;17;32;2_17.ce;7;17_32.ce;22;12;7_17.ce;22_32.ce;27;0;36";56;0,5333;"1;17;17_32.ce;2;2_17.ce;32;33;34;0;36;12;22;22_32.ce;27;7;7_17.ce";31;0,7417;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_index_conv.c
extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c;0;5;6;1;256;"5;21;7;0;23";"21;7;23;0;5";5;0,5000;"5;21;7;0;23";0;1,0000;"5;21;7;0;23";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c
extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c;1;5;6;1;11;"5;21;7;0;23";"21;7;23;0;5";5;0,5000;"5;21;7;0;23";0;1,0000;"5;21;7;0;23";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c
extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c;2;5;6;0;1;"0;23;5;21;7";"21;7;23;0;5";7;0,3000;"5;21;7;0;23";6;0,4000;"5;21;7;0;23";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecilbcdec.c_lsf_interpolate.c
extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c;0;39;51;0;2;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";"22;48;71_88.ce;93;12;102;100;104;53;65;23;66;111;88;52;43;104_126.ce;56_65.ce;0;127;61;51;71;45;85;131;68_130.ce;38;93_102.ce;15;56;111_126.ce;130;68;46;129;131.le;126;118";388;0,4764;"53;56;65;66;102;93;104;126;127;56_65.ce;61;104_126.ce;100;93_102.ce;111;111_126.ce;118;12;15;38;43;46;48;22;23;130;52;68;129;68_130.ce;71;88;71_88.ce;85;0;131;45;131.le;51";413;0,4426;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c
extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c;1;39;51;0;2;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";"22;48;71_88.ce;93;12;102;100;104;53;65;23;66;111;88;52;43;104_126.ce;56_65.ce;0;127;61;51;71;45;85;131;68_130.ce;38;93_102.ce;15;56;111_126.ce;130;68;46;129;131.le;126;118";388;0,4764;"53;56;65;66;102;93;104;126;127;56_65.ce;61;104_126.ce;100;93_102.ce;111;111_126.ce;118;12;15;38;43;46;48;22;23;130;52;68;129;68_130.ce;71;88;71_88.ce;85;0;131;45;131.le;51";413;0,4426;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c
extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c;2;39;51;0;2;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";"22;48;71_88.ce;93;12;102;100;104;53;65;23;66;111;88;52;43;104_126.ce;56_65.ce;0;127;61;51;71;45;85;131;68_130.ce;38;93_102.ce;15;56;111_126.ce;130;68;46;129;131.le;126;118";388;0,4764;"53;56;65;66;102;93;104;126;127;56_65.ce;61;104_126.ce;100;93_102.ce;111;111_126.ce;118;12;15;38;43;46;48;22;23;130;52;68;129;68_130.ce;71;88;71_88.ce;85;0;131;45;131.le;51";413;0,4426;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c
extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c;3;39;51;0;1;"0;12;131;131.le;45;46;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;130;15;22;23;38;43;48;51;52;53;56;56_65.ce;61;65;66;68;68_130.ce;71;71_88.ce;85;88;93;93_102.ce";"22;48;71_88.ce;93;12;102;100;104;53;65;23;66;111;88;52;43;104_126.ce;56_65.ce;0;127;61;51;71;45;85;131;68_130.ce;38;93_102.ce;15;56;111_126.ce;130;68;46;129;131.le;126;118";398;0,4629;"53;56;65;66;102;93;104;126;127;56_65.ce;61;104_126.ce;100;93_102.ce;111;111_126.ce;118;12;15;38;43;46;48;22;23;130;52;68;129;68_130.ce;71;88;71_88.ce;85;0;131;45;131.le;51";369;0,5020;"46;48;0;12;130;131;45;51;52;53;68;68_130.ce;100;102;104;104_126.ce;111;111_126.ce;118;126;127;129;131.le;15;22;23;38;43;56;56_65.ce;61;65;66;71;71_88.ce;85;88;93;93_102.ce";140;0,8111;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecimc.c_imc_adjust_bit_allocation.c
extr_FFmpeglibavcodecinterplayacm.c_juggle.c;0;9;11;1;32640;"16;19;32;10;11;34;38;0;40";"16;11;19;34;10;32;40;0;38";9;0,7500;"16;19;32;10;11;34;38;0;40";0;1,0000;"16;19;32;10;11;34;38;0;40";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecinterplayacm.c_juggle.c
extr_FFmpeglibavcodecinterplayacm.c_juggle.c;1;9;11;1;60;"16;19;32;10;11;34;38;0;40";"16;11;19;34;10;32;40;0;38";9;0,7500;"16;19;32;10;11;34;38;0;40";0;1,0000;"16;19;32;10;11;34;38;0;40";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecinterplayacm.c_juggle.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_10.c;0;9;11;1;72;"7;29;9;5;31;34;6;0;36";"7;6;9;31;5;29;36;0;34";12;0,6667;"7;29;9;5;31;34;6;0;36";0;1,0000;"7;29;9;5;31;34;6;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_10.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_10.c;1;9;11;1;72;"7;29;9;5;31;34;6;0;36";"7;6;9;31;5;29;36;0;34";12;0,6667;"7;29;9;5;31;34;6;0;36";0;1,0000;"7;29;9;5;31;34;6;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_10.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_11.c;0;9;11;1;72;"7;29;9;5;31;34;6;0;36";"7;6;9;31;5;29;36;0;34";12;0,6667;"7;29;9;5;31;34;6;0;36";0;1,0000;"7;29;9;5;31;34;6;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_11.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_11.c;1;9;11;1;72;"7;29;9;5;31;34;6;0;36";"7;6;9;31;5;29;36;0;34";12;0,6667;"7;29;9;5;31;34;6;0;36";0;1,0000;"7;29;9;5;31;34;6;0;36";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_11.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c;0;9;11;1;72;"7;19;9;5;21;24;6;0;26";"7;6;9;21;5;19;26;0;24";12;0,6667;"7;19;9;5;21;24;6;0;26";0;1,0000;"7;19;9;5;21;24;6;0;26";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c;1;9;11;1;72;"7;19;9;5;21;24;6;0;26";"7;6;9;21;5;19;26;0;24";12;0,6667;"7;19;9;5;21;24;6;0;26";0;1,0000;"7;19;9;5;21;24;6;0;26";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_2.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_3.c;0;9;11;1;72;"7;20;9;5;22;25;6;0;27";"7;6;9;22;5;20;27;0;25";12;0,6667;"7;20;9;5;22;25;6;0;27";0;1,0000;"7;20;9;5;22;25;6;0;27";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_3.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_3.c;1;9;11;1;72;"7;20;9;5;22;25;6;0;27";"7;6;9;22;5;20;27;0;25";12;0,6667;"7;20;9;5;22;25;6;0;27";0;1,0000;"7;20;9;5;22;25;6;0;27";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_3.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_4.c;0;9;11;1;72;"7;25;9;5;27;30;6;0;32";"7;6;9;27;5;25;32;0;30";12;0,6667;"7;25;9;5;27;30;6;0;32";0;1,0000;"7;25;9;5;27;30;6;0;32";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_4.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_4.c;1;9;11;1;72;"7;25;9;5;27;30;6;0;32";"7;6;9;27;5;25;32;0;30";12;0,6667;"7;25;9;5;27;30;6;0;32";0;1,0000;"7;25;9;5;27;30;6;0;32";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_4.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_5.c;0;12;15;1;72;"7;35;36;9;24;13;5;38;41;6;0;43";"6;38;0;13;9;24;35;43;7;36;41;5";41;0,3788;"7;35;36;9;24;13;5;38;41;6;0;43";0;1,0000;"7;35;36;9;24;13;5;38;41;6;0;43";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_5.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_5.c;1;12;15;1;72;"7;35;36;9;24;13;5;38;41;6;0;43";"6;38;0;13;9;24;35;43;7;36;41;5";41;0,3788;"7;35;36;9;24;13;5;38;41;6;0;43";0;1,0000;"7;35;36;9;24;13;5;38;41;6;0;43";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_5.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_7.c;0;12;15;1;72;"7;45;46;9;34;13;5;48;51;6;0;53";"6;48;0;13;9;34;45;53;7;46;51;5";41;0,3788;"7;45;46;9;13;34;5;48;51;6;0;53";1;0,9848;"7;45;46;9;34;13;5;48;51;6;0;53";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_7.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_7.c;1;12;15;1;72;"7;45;46;9;34;13;5;48;51;6;0;53";"6;48;0;13;9;34;45;53;7;46;51;5";41;0,3788;"7;45;46;9;13;34;5;48;51;6;0;53";1;0,9848;"7;45;46;9;34;13;5;48;51;6;0;53";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_7.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_8.c;0;9;11;1;72;"7;27;9;5;29;32;6;0;34";"7;6;9;29;5;27;34;0;32";12;0,6667;"7;27;9;5;29;32;6;0;34";0;1,0000;"7;27;9;5;29;32;6;0;34";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_8.c
extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_8.c;1;9;11;1;72;"7;27;9;5;29;32;6;0;34";"7;6;9;29;5;27;34;0;32";12;0,6667;"7;27;9;5;29;32;6;0;34";0;1,0000;"7;27;9;5;29;32;6;0;34";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecintrax8dsp.c_spatial_compensation_8.c
extr_FFmpeglibavcodecjpeg2000dwt.c_extend97_float.c;0;5;6;1;5;"3;21;4;0;23";"21;4;23;0;3";5;0,5000;"3;21;4;0;23";0;1,0000;"3;21;4;0;23";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecjpeg2000dwt.c_extend97_float.c
extr_FFmpeglibavcodecjpeg2000dwt.c_extend97_int.c;0;5;6;1;5;"3;21;4;0;23";"21;4;23;0;3";5;0,5000;"3;21;4;0;23";0;1,0000;"3;21;4;0;23";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecjpeg2000dwt.c_extend97_int.c
extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c;0;9;11;1;32;"3;21;6;24;27;35;0;23;37";"21;6;23;27;3;24;37;0;35";12;0,6667;"24;3;21;27;35;6;0;23;37";5;0,8611;"3;21;6;24;27;35;0;23;37";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c
extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c;1;9;11;1;3;"24;27;3;35;0;21;23;37;6";"21;6;23;27;3;24;37;0;35";22;0,3889;"24;3;21;27;35;6;0;23;37";7;0,8056;"3;21;6;24;27;35;0;23;37";12;0,6667;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c
extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c;2;9;11;0;1;"0;23;24;3;37;21;27;35;6";"21;6;23;27;3;24;37;0;35";21;0,4167;"24;3;21;27;35;6;0;23;37";16;0,5556;"3;21;6;24;27;35;0;23;37";21;0,4167;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodeclossless_videodsp.c_add_bytes_c.c
extr_FFmpeglibavcodecmpegvideoencdsp.c_pix_sum_c.c;0;9;11;1;48;"8;10;52;6;54;58;7;0;60";"8;7;10;54;6;52;60;0;58";11;0,6944;"8;10;52;6;54;58;7;0;60";0;1,0000;"8;10;52;6;54;58;7;0;60";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecmpegvideoencdsp.c_pix_sum_c.c
extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c;0;9;11;1;32640;"7;42;9;4;44;45;6;0;47";"7;6;9;44;4;42;47;0;45";12;0,6667;"7;42;9;4;44;45;6;0;47";0;1,0000;"7;42;9;4;44;45;6;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c
extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c;1;9;11;1;60;"7;42;9;4;44;45;6;0;47";"7;6;9;44;4;42;47;0;45";12;0,6667;"7;42;9;4;44;45;6;0;47";0;1,0000;"7;42;9;4;44;45;6;0;47";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c
extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c;2;9;11;0;1;"0;4;47;42;44;45;6;7;9";"7;6;9;44;4;42;47;0;45";27;0,2500;"7;42;9;4;44;45;6;0;47";23;0,3611;"7;42;9;4;44;45;6;0;47";23;0,3611;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_haar1.c
extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c;0;5;6;1;256;"3;27;4;0;29";"27;4;29;0;3";5;0,5000;"3;27;4;0;29";0;1,0000;"3;27;4;0;29";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c
extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c;1;5;6;1;11;"3;27;4;0;29";"27;4;29;0;3";5;0,5000;"3;27;4;0;29";0;1,0000;"3;27;4;0;29";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c
extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c;2;5;6;0;1;"0;29;3;27;4";"27;4;29;0;3";7;0,3000;"3;27;4;0;29";6;0,4000;"3;27;4;0;29";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopus_pvq.c_celt_stereo_ms_decouple.c
extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c;0;5;6;1;256;"5;15;6;0;17";"15;6;17;0;5";5;0,5000;"5;15;6;0;17";0;1,0000;"5;15;6;0;17";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c
extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c;1;5;6;1;11;"5;15;6;0;17";"15;6;17;0;5";5;0,5000;"5;15;6;0;17";0;1,0000;"5;15;6;0;17";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c
extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c;2;5;6;0;1;"0;17;5;15;6";"15;6;17;0;5";7;0,3000;"5;15;6;0;17";6;0,4000;"5;15;6;0;17";6;0,4000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecopusdsp.c_deemphasis_c.c
extr_FFmpeglibavcodecpafvideo.c_copy_color_mask.c;0;11;14;0;5;"4;13;22;23;5;5_13.ce;13_22.ce;18;0;25;10";"5_13.ce;23;25;13_22.ce;4;13;22;0;18;5;10";22;0,6000;"4;13;22;23;5;10;18;13_22.ce;5_13.ce;0;25";8;0,8545;"4;13;22;23;5;5_13.ce;13_22.ce;18;0;25;10";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecpafvideo.c_copy_color_mask.c
extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c;0;9;11;1;32;"4;22;7;25;28;35;0;24;37";"22;7;24;28;4;25;37;0;35";12;0,6667;"25;4;22;28;35;7;0;24;37";5;0,8611;"4;22;7;25;28;35;0;24;37";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c
extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c;1;9;11;1;3;"25;28;35;4;0;22;24;37;7";"22;7;24;28;4;25;37;0;35";23;0,3611;"25;4;22;28;35;7;0;24;37";8;0,7778;"4;22;7;25;28;35;0;24;37";13;0,6389;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c
extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c;2;9;11;0;1;"0;24;25;37;4;22;28;35;7";"22;7;24;28;4;25;37;0;35";22;0,3889;"25;4;22;28;35;7;0;24;37";17;0,5278;"4;22;7;25;28;35;0;24;37";22;0,3889;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecpngdsp.c_add_bytes_l2_c.c
extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c;0;9;11;1;20;"9;11;14;6;16;17;8;0;20";"9;8;11;16;6;14;20;0;17";11;0,6944;"9;11;14;6;16;17;8;0;20";0;1,0000;"9;11;14;6;16;17;8;0;20";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c
extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c;1;9;11;0;0;"0;11;14;16;17;20;6;8;9";"9;8;11;16;6;14;20;0;17";25;0,3056;"9;11;14;6;16;17;8;0;20";18;0,5000;"9;11;14;6;16;17;8;0;20";18;0,5000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c
extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c;2;9;11;0;0;"0;11;14;16;17;20;6;8;9";"9;8;11;16;6;14;20;0;17";25;0,3056;"9;11;14;6;16;17;8;0;20";18;0,5000;"9;11;14;6;16;17;8;0;20";18;0,5000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecrv34dsp.c_rv34_inv_transform_dc_noround_c.c
extr_FFmpeglibavcodecsanm.c_fill_block.c;0;9;11;1;65280;"9;11;13;6;15;16;8;0;20";"9;8;11;15;6;13;20;0;16";11;0,6944;"9;11;13;6;15;16;8;0;20";0;1,0000;"9;11;13;6;15;16;8;0;20";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsanm.c_fill_block.c
extr_FFmpeglibavcodecsanm.c_fill_block.c;1;9;11;1;110;"9;11;13;6;15;16;8;0;20";"9;8;11;15;6;13;20;0;16";11;0,6944;"9;11;13;6;15;16;8;0;20";0;1,0000;"9;11;13;6;15;16;8;0;20";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsanm.c_fill_block.c
extr_FFmpeglibavcodecsanm.c_fill_block.c;2;9;11;0;1;"0;20;6;11;13;15;16;8;9";"9;8;11;15;6;13;20;0;16";27;0,2500;"9;11;13;6;15;16;8;0;20";22;0,3889;"9;11;13;6;15;16;8;0;20";22;0,3889;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsanm.c_fill_block.c
extr_FFmpeglibavcodecsanm.c_fill_frame.c;0;4;5;1;11;"4;6;0;8";"6;8;0;4";4;0,3333;"4;6;0;8";0;1,0000;"4;6;0;8";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsanm.c_fill_frame.c
extr_FFmpeglibavcodecsbrdsp.c_sbr_neg_odd_64_c.c;0;5;6;1;17;"1;13;2;0;15";"13;2;15;0;1";5;0,5000;"1;13;2;0;15";0;1,0000;"1;13;2;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp.c_sbr_neg_odd_64_c.c
extr_FFmpeglibavcodecsbrdsp.c_sbr_neg_odd_64_c.c;1;5;6;1;17;"1;13;2;0;15";"13;2;15;0;1";5;0,5000;"1;13;2;0;15";0;1,0000;"1;13;2;0;15";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp.c_sbr_neg_odd_64_c.c
extr_FFmpeglibavcodecsbrdsp.c_sbr_qmf_pre_shuffle_c.c;0;5;6;1;16;"6;47;8;0;49";"47;8;49;0;6";5;0,5000;"6;47;8;0;49";0;1,0000;"6;47;8;0;49";0;1,0000;https://github.com/lac-dcc/hydra/blob/main/Benchmark/Jotai/extr_FFmpeglibavcodecsbrdsp.c_sbr_qmf_pre_shuffle_c.c
